comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id
255,blowofwind,4,"Frequent sharing of p/b/f/v and u/i/o vowel patterns, especially C-u/i-p/F roots (e.g., 'hip,' 'jəp,' 'zəp,' 'piu' in bag A and 'jup,' 'mi'úp,' 'iupɨn,' 'yip,' 'uvup' in bag B), plus some strong overlap in forms with final -p, -f, or -v endings.","Both bags show recurrent CVp/CVf patterns with u/i vowels, and bilabial or labiovelar consonants (p, b, v, f) as onsets or finals, which are distributed widely in both sets. Shapes like 'jəp,' 'zəp,' 'hip,' 'piu' (A) and 'jup,' 'uvup,' 'yip,' 'mi'úp,' 'iu-p' (B) reinforce the similarity. While not all forms are matched, the recurrence and spread suggest promising shape-based hypothetical cognacy.",14,80,0
256,old,1,none noted,"There are no recurring segmental patterns or consonant-vowel skeletons that can be identified as shared across multiple forms in both bags. Bag_a forms are generally short and simple, while bag_b forms have more complex and varied structures, with no consistent overlap in form. Isolated superficial similarities (e.g. presence of 'l', 'k', or diphthongs) appear accidental and not systematic.",11,80,0
257,suck,2,"Marginal resemblance of CVC (especially C-u-t/p) and CVCVCV, with both bags showing items like 'cup', 'dup', 'dut', and various forms with repeated or reduplicated CV syllables (e.g., 'supsup', 'sipsip', 'səpˈsəp'). However, segmental details and consonant stock differ and there is little systematic overlap.","Both bags contain a small number of superficially similar CVC forms (e.g., 'cup', 'dup', 'dut' in bag_a and 'dup', 'hup' in bag_b), and bag_b has multiple reduplicated or repeated CV syllables, echoing minor echoes of 'cup' in bag_a. However, overall phonological structures and consonant patterns differ, and systematic, widespread correspondences are not apparent. There is little broad evidence for widespread shared shape.",18,80,0
258,beloworunder,2,"Some CVC and disyllabic shapes recur (e.g. forms with initial 'ka-', 'la-', and medial '-pa-', '-ta-', '-na-' in both bags), but most similarities are isolated and do not form widespread patterns across both sets.","A few superficial shape similarities exist (such as 'kha/kha:', 'ka-', 'pa:', 'la-', and 'tam/tamu'), but the overall variety in segmental patterns and the lack of consistent or systematic correspondences across several items in both bags makes widespread hypothetical cognacy unlikely. The observed overlaps appear to be accidental and limited to generic phonological templates.",22,80,0
259,grow,2,"Possible recurring CVV(C) shapes with /tVbV/, /tub/, /tom/, /too/, /to:/, /tupu/, /tum/; some similar nasal and lateral forms (loŋ, lu:ŋ, loŋ ~ lumaki, lumuːk), but correspondences are scattered and not systematic.","A few segmental patterns, like t-b or t-m with a rounded vowel nucleus (e.g., tom, too, to:, tubu, tum), can be matched across both bags, and rare forms with l or n plus a back vowel are also sporadically seen. However, these similarities are generally isolated, not widespread, and there is no clear system of correspondences, making hypothetical cognacy on shape alone not strongly supported.",21,80,0
260,twenty,2,"Both bags display some recurrent CV(C)V(C) sequences with 'p/l' and medial/lateral resonants, and some forms in both bags show repeated segments such as 'pu', 'lu', 'sa', but these are not widespread and do not form a consistent recurring skeleton across both bags; overall structure seems distinct.","A few segmental similarities like 'pu', 'lu', and 'sa' clusters are seen in both sets, but these are inconsistent and often appear in different phonological contexts. Most forms in bag_a display ni-/ji-/sa- patterns alongside -sip/-sup/-sep endings, while bag_b is dominated by more polysyllabic, cluster-rich items with recurrent 'pulu', 'mpu', or 'sal' sequences, but without pervasive, systematic correspondences. The overlap is limited and mostly sporadic rather than systematic.",20,80,0
261,smooth,2,"Some /lVm/ and /lam/ forms (e.g., 'lamun', 'lə:m', 'malama', 'malamalama', 'malamatra'); both bags have iterative reduplicated patterns (e.g., 'malamalama', 'maemaea', 'mamana!a' vs. 'pe:ŋ.¹_kan.³', 'sa.⁵_mɣ:.¹'), occasional initial /m-/ and similar CV patterns.","Despite some broad phonological similarities, especially with /lVm/, /lam/, and reduplicated shapes appearing in both bags, overall correspondence is weak. The majority of forms in both bags do not resemble each other closely on segmental shape and there are no robust recurrent correspondences. Hypothetical cognacy is possible but poorly supported.",25,73,0
262,piss,1,none noted,"There are no notably recurring segmental shapes or consonant-vowel skeletons that appear widely or systematically in both bags. Even vague similarities (e.g., sequences like 'mi', 'ma', 'ni', 'ja', 'jeu', 'mmi', 'memi') do not repeat across bags in a way that suggests a pattern, and overall phonological profiles are dissimilar. Thus, hypothetical cognacy on shape alone is very unpromising.",20,21,0
263,shitdefecate,2,"Some weak convergence in CV and CVCV forms, and a few with repeated or reduplicated syllables (like 'sosoa', 'pepea', 'kekeve', 'veveɣa', 'heheɣa' in bag_b and 'khi:', 'xi:', 'khi.³', 'ćɛ.³', 'će.⁴' in bag_a); some shared use of nasal-final or velar segments (e.g., 'soŋ', 'foŋ' in bag_a and 'saŋa', 'mangèry', 'mbiɣa' in bag_b). General shape similarity is low, with no strong or productive correspondences between segment sequences across bags.","While both bags have common CV and CVCV syllable structures and some reduplicative patterns, there is little specific overlap in segmental sequences between the bags. A few elements such as nasal consonants and velars recur in both but are common cross-linguistically. No widespread or robust segmental patterns suggest promising hypothetical cognacy.",18,43,0
264,eleven,1,none noted,"There are no recurring segmental patterns or strong consonant/vowel skeleton similarities across the two bags. Bag A has multiple items with the 'sip/səp/sup/sip' plus 'ʔit/et/jit' structure, but nothing similar appears in Bag B, which primarily features longer and more complex forms with very different syllable and segment structures. No evidence of widespread or even isolated plausible cognate shapes.",19,36,0
265,twelve,1,none noted,"Bag A is dominated by short forms with many s/p/t/k/l initial strings and simple (C)V(C) syllable structure. Bag B consistently features much longer, polysyllabic forms with complex consonant clusters and recurring elements such as 'rua', 'βul', and 'roman', which find no apparent phonological parallels in Bag A. There appear to be no recurring shapes or structural similarities across the two bags to support hypothetical cognacy on shape alone.",18,35,0
266,hold,1,none noted,"Across both bags, there is a lack of recurring consonant-vowel skeletons or plausible phonological correspondences that would support hypothetical cognacy. Bag A words are generally short and have different syllable structures from the more complex and polysyllabic forms in Bag B. No shape patterns repeat in both sets in a way that would suggest common heritage.",18,80,0
267,split,2,"Some overlap on simple CV:k and pV forms (e.g., pha(k), pa:k, ba(k), biak, baká, pəscák, busak), and 'ph'/'p' initial with low vowel and coda k appears in both bags. However, the overall distribution is sporadic and most recurring shapes are not shared widely between the two sets.","While both bags contain forms with initial p-/ph- and coda -k (e.g., 'pha:k', 'pa:k' vs. 'baká', 'busak', 'biak'), and both pV and ba/pa forms appear multiple times, the general structure and syllable makeup of most items in each bag is quite divergent. Only a few shapes (e.g., CVC, initial p-/b-, coda k) recur across both, and they're not sufficiently widespread or distinctive to warrant a higher score.",17,80,0
268,rub,1,none noted,"The forms in bag_a are overwhelmingly short, typically CV(C) or CVC structures, with some nasal-initial and stop-final patterns, and a few similar Codas. In contrast, the forms in bag_b are predominantly long and complex, with multiple syllables and complex consonant clusters, especially a recurring 'kasoka' shape in many items. There is no recurring phonological shape across both bags, and only highly superficial matches (like a stray 'no' or 'ka') occasionally, which are likely coincidental given the otherwise drastic difference in typical word structures.",17,80,0
269,chieftain,1,none noted,"Despite large bags, segmental shapes are very different: bag_a shows many CV:V, CVN, and tau-type forms, often with clear syllabic separation, while bag_b forms overwhelmingly feature longer, often trisyllabic or compound-like phonological patterns (e.g., ariki, mane_raha, filòha, alaha), with little that resembles any recurring shape in bag_a. No clear recurring CVCV or more complex shape stands out in both bags, and no plausible widespread correspondence is visible.",20,76,0
