comparison_id,concept_id,generosity,shared_shape_notes,reasoning,n_tk_forms,n_an_forms,permutation_id,an_source_concept_id
143,flow,1,none noted,"The word-forms in bag_a are overwhelmingly monosyllabic or disyllabic with CV(V) nuclei, often with /l/, /j/, /i/, /u/ vowels or glides, while bag_b consists mostly of long multisyllabic strings containing consonant clusters and various segment types, and lacks repeated segmental skeletons that clearly align with those in bag_a. No widespread or plausible shared phonological patterns are apparent between the sets.",24,80,11,wide
144,and,2,"Marginal resemblance in some initial k-/ka- and t-/ta- items; some forms with medial -n, -ŋ, or final -p in both sets; a few forms with duplicated syllabic structure (CV.CV), but overall little systematic recurrence.","While both bags contain a moderate number of simple CV or CVC shapes, and some forms in each have initial k-/ka- (e.g., 'kap', 'khu', 'kahui', 'kayu'), these are common templates. There are only weak, isolated resemblances in syllable structure or segments, with no strong pattern of shared, recurring sequences. The overall diversity in both sets outweighs scattered similarities.",30,80,11,stick
145,dirty,2,"Some reduplicative and CV-patterned items (e.g. kuk, pap, mam, etc.) are present in both bags, and a few forms share similar syllabic structures (e.g., mam/maw, pap/pap, kuk/kuk, etc.), but similarities are isolated and likely reflect universal phonological patterns or onomatopoeia rather than widespread shared innovations.","There are some isolated similarities in syllabic shapes and reduplication (e.g. mam/maw, pap/pap, kuk/kuk, and CV repetition), but these appear as sporadic echoes rather than systematic correspondences across the wordlists. No strong, widespread recurring consonant-vowel skeletons suggesting hypothetical cognacy are found in both bags.",22,80,11,fog
146,chew,1,none noted,"The forms in bag_a are characterized by nasal and palatalized forms, especially recurring ɲ/ń/ȵa-, -i/-ai endings, and forms like (k/kʰ)-iaw/kiau. Bag_b, in contrast, shows great phonological diversity with little recurrence of the prominent shapes found in bag_a. There is no clear widespread shared stem, consonant structure, or vowel pattern linking the sets. Isolated accidental similarities (e.g., 'nga', 'nai') are not enough for cognacy.",21,80,11,egg
147,needleforsewing,1,none noted,"Bag A has a strong concentration of CVm forms with medial or final -m (e.g. tɕɪm, ɕim, sem, sum), while Bag B forms are predominantly polysyllabic with cluster-rich and varied shapes (e.g. mapusan, duwapulu, ŋaβul, mpúsku). There are no recurring segmental skeletons matching broadly across both bags, and the principal phonological patterns differ sharply.",30,80,11,twenty
148,thousand,1,none noted,"Bag A is dominated by forms with medial high front vowels and palatal sibilants or affricates, often with n-ending (e.g., 'śi:n', 'tɕiən'), sometimes with nasal codas or clusters. Bag B contains far more diverse and often longer forms, frequently showing medial or initial k/m/t, with a wide range of syllable structures and little obvious resemblance to the prominent C-i/e-n shape of Bag A. There is no clear recurring phonological shape appearing in both bags.",30,80,11,bite
149,fruit,2,"A weak resemblance in the prevalence of nasal+vowel+velar clusters (e.g., -ŋ, -ŋuy/-ŋoy/-ŋui) and some CVCV/CVVC shapes. However, no consistent or widespread segmental matches are apparent across most items.","Both bags show forms containing nasal+velar combinations such as -ŋuy (-ŋoy/-ŋui) and similar syllable types (CVCV or longer with nasals/velars), but overall the forms do not display systematic patterns or multiple recurring segmental skeletons. Similarities are limited to a handful of possibly chance lookalikes, lacking a clear pattern of widespread shared structure.",23,80,11,swim
150,hunt,1,none noted,"No clear recurring segmental patterns or syllable shapes are widely shared between the two bags. Bag A is dominated by forms with initial t-/l-/k-/n-/s- sequences often paired with -k/-n/-m/-p codas, whereas bag B features a prevalence of m-/v-/ma-/mu- and vocalic-heavy words, and does not share segmental skeletons nor common cluster types. There are no pervasive phonological resemblances to suggest hypothetical cognacy.",35,80,11,bealive
151,smellperceive,2,"Possible recurring initial m-, final -m/-mu, common -u/-au/-ou nuclei, and some CVm structures in both bags.","While both bags include notable frequencies of forms with initial m- (e.g., 'mau', 'me.', 'mɔu', 'moya', 'mimu', 'moya') and CVm or CVmu structures, the correspondences are mainly broad and surface-level rather than tightly systematic with clear, consistent segmental matches across forms. Widespread similar shapes exist (e.g., CVC, CVV) but with much phonological diversity, reducing the promise for strong cognacy on shape alone.",22,80,11,you
152,yawn,2,"Some CVCV and V.CV.CV patterns (e.g., 'kho', 'kolo', 'ulu', 'gulu'). A few forms in both bags contain similar syllable/chunk repetition (e.g., 'ulu', 'ullu', 'gulu' in bag_b and 'kho', 'ka:u', 'ha:u' in bag_a), but exact consonants/vowels rarely match.","Both bags feature many disyllabic and trisyllabic forms with CVCV or VCV structures, and there are some repeated syllables (ulu/ullu/gulu in bag_b, ha:u/ka:u/kho in bag_a). However, there is little evidence of widespread, specific phonological correspondences across both bags, with only generic sound shapes recurring. Only very basic structural resemblance is noted, but not enough to be highly promising for hypothetical cognacy.",34,80,11,head
153,if,1,none noted,"Bag A contains many forms with medial nasals, long vowels, labial or palatal consonants, and often combines syllables such as laŋ, ko, ji, and various diphthongs. Bag B is dominated by reduplicated 'ma-ta', 'me-ta', 'ma-so' style forms, with some /m/, /t/, /a/ and similar syllable structure repeated widely. There is no clear, recurring, widespread phonological skeleton or sequence appearing in both bags, and overall segmental shape is quite divergent.",30,80,11,eye
154,thunder,2,"Some overlap in initial p/f and final -a/-aw/-aŋ shapes, but overall word shapes, syllable structure, and frequent reduplication in bag_b are not mirrored in bag_a.","While both bags show scattered p/f-initial syllables and some a-ending roots (e.g., 'pja', 'fa' in bag_a vs 'pidaʔ', 'falalutuŋ', 'lawà' in bag_b), the overall segmental structures and frequent reduplication or complex polysyllabic forms in bag_b are not widely matched in bag_a. Recurring shapes do not appear systematically in both sets, suggesting low but not zero hypothetical cognacy potential on shape alone.",30,80,11,spider
155,cooksomething,1,none noted,"There is little to no recurring similarity in consonant-vowel structure or segmental patterns between the two bags. Bag A features many forms with initial clusters and nasal codas (e.g., 'hjuŋ', 'luŋ', 'tam'), while Bag B is dominated by longer forms with medial liquids and vowels, and a prevalence of -Vna-, -Vno-, or -Vni- sequences, which do not match patterns in Bag A. No robust or recurrent shapes appear to cross both lists.",26,80,11,how
156,shoot,3,"si(a), sia, siya, siyá, sya, ci(a), and related sV or cV forms are common in both bags; numerous forms in both bags with initial s-, ɕ-, c-, or ʃ- followed by i, as well as nasal-initial forms (ŋiŋ/nyø/n.i.a/ŋ.i.i).","There are multiple C[i/a] forms with s/c-initials or affricates in both bags, such as sia/siyá/cia vs siət/ceɨ/cie, and recurrent nasal-initial forms in both. However, aside from the variants of these shapes, there is not extensive evidence of full-form matches across segments. The match seems promising for a specific recurring shape, but much of each bag is not closely reflected in the other.",18,80,11,heorshe
157,lightning,1,none noted,"Bag A features frequent forms with 'lap', 'laːp', 'mep', 'jap', and related shapes, appearing variably as CVC or as the second element in compounds. Bag B is overwhelmingly dominated by repeated 'kutu', 'kuto', 'kutsu', 'koto' and related forms with strikingly little overlap in consonant or vowel skeleton with Bag A. No recurring segmental patterns, consonant clusters, or syllable structures are widespread between the two bags; thus, no promising evidence for hypothetical cognacy.",32,80,11,louse
158,plantsomething,2,"Some weak, scattered correspondences: items with initial m- (e.g., mia, mje vs. mani-, mag-, mab-), scattered labiovelar and nasal clusters, possible repetition of 'p/k' finals and 't/m' medial clusters, but no robust, recurrent patterning across both bags.","There are a few surface similarities such as mV(C) shapes and some p/k/t finals, but these are isolated and do not recur systematically across both bags. Many items in each bag are quite distinct and polymorphic, and overall distribution of segmental shapes lacks consistent and repeated correspondences necessary for a higher cognacy score.",22,80,11,throw
159,lake,2,"Some possible overlap in nasal-final forms (e.g., 'tam', 'ŋ', 'nam', 'nɔŋ', 'laŋ' in bag_a; 'gang', 'naŋ', 'ŋ', 'nam', 'ŋ' in bag_b), and some vague similarity with forms containing 'k', 'g', and 'l' sequences. However, there are no convincing recurring stem skeletons or widespread consistent correspondences across both sets.","There are a few isolated similarities, especially certain nasal and liquid-final forms, but overall there is extensive diversity in segmental shapes and little clear evidence of shared segmental patterns recurring widely in both bags. Some syllable shapes (like CVC or sequences with 'ŋ' or nasals) are not uncommon cross-linguistically and may be coincidental. The sets do not show strong promise for hypothetical cognacy on shape alone.",20,80,11,neck
